,ID,Delivery_person_Ratings,Delivery_person_Age,time_periods,Time_taken(min),Age_Group,Time_Group
25504,0xbfcd ,4.8,23,16:00-19:00,18,20-30,10-20
25505,0xaf1a ,4.3,30,19:00-22:00,34,30-40,30-40
25507,0xa840 ,4.8,33,13:00-16:00,35,30-40,30-40
25508,0x78a2 ,4.6,25,19:00-22:00,34,20-30,30-40
25509,0x399f ,4.5,26,22:00-23:59,19,20-30,10-20
25510,0x1961 ,4.9,35,22:00-23:59,19,30-40,10-20
25511,0x1f6c ,4.7,34,19:00-22:00,27,30-40,20-30
25512,0x9d25 ,3.7,36,19:00-22:00,43,30-40,40-54
25513,0xa4b5 ,4.3,29,16:00-19:00,31,20-30,30-40
25514,0x766d ,4.6,28,22:00-23:59,21,20-30,20-30
25515,0x4d1a ,5.0,24,16:00-19:00,23,20-30,20-30
25516,0xb5a5 ,4.9,39,10:00-13:00,20,30-40,20-30
25517,0x72d1 ,4.7,33,19:00-22:00,46,30-40,40-54
25518,0x17d1 ,4.3,33,10:00-13:00,48,30-40,40-54
25519,0x58b7 ,4.0,35,19:00-22:00,39,30-40,30-40
25520,0xcc62 ,5.0,29,10:00-13:00,12,20-30,10-20
25521,0x4982 ,4.5,37,19:00-22:00,29,30-40,20-30
25522,0xaa7d ,4.7,26,10:00-13:00,14,20-30,10-20
25523,0x3444 ,4.6,30,22:00-23:59,28,30-40,20-30
25524,0xbfba ,4.4,23,07:00-10:00,24,20-30,20-30
25525,0x3ce4 ,4.7,33,19:00-22:00,36,30-40,30-40
25526,0x7b2b ,4.5,24,10:00-13:00,12,20-30,10-20
25527,0x37e7 ,4.8,27,16:00-19:00,18,20-30,10-20
25528,0xc641 ,4.5,30,22:00-23:59,29,30-40,20-30
25529,0x15a5 ,5.0,20,10:00-13:00,23,20-30,20-30
25530,0xd740 ,4.8,22,19:00-22:00,28,20-30,20-30
25531,0x9dcd ,4.7,20,16:00-19:00,26,20-30,20-30
25532,0xc22a ,4.7,21,19:00-22:00,41,20-30,40-54
25533,0x5cb3 ,4.8,35,22:00-23:59,29,30-40,20-30
25534,0xd0bb ,4.6,26,19:00-22:00,30,20-30,30-40
25535,0x9903 ,4.8,39,19:00-22:00,44,30-40,40-54
25536,0x5a4b ,4.9,36,19:00-22:00,25,30-40,20-30
25537,0x5f60 ,4.5,23,16:00-19:00,20,20-30,20-30
25538,0x6ec1 ,4.9,25,22:00-23:59,23,20-30,20-30
25539,0x6e62 ,5.0,34,16:00-19:00,37,30-40,30-40
25540,0x4985 ,4.4,29,19:00-22:00,44,20-30,40-54
25541,0x5ba6 ,4.6,30,16:00-19:00,34,30-40,30-40
25543,0x3c50 ,5.0,23,16:00-19:00,16,20-30,10-20
25544,0x3e72 ,4.8,31,10:00-13:00,11,30-40,10-20
25545,0x563c ,4.6,22,22:00-23:59,17,20-30,10-20
25546,0x4794 ,3.7,35,22:00-23:59,31,30-40,30-40
25547,0xcacf ,4.1,27,16:00-19:00,33,20-30,30-40
25549,0x9c57 ,4.1,21,19:00-22:00,37,20-30,30-40
25550,0x3580 ,4.8,33,19:00-22:00,26,30-40,20-30
25551,0xdc8a ,4.0,38,10:00-13:00,45,30-40,40-54
25553,0xd8cb ,4.9,23,07:00-10:00,16,20-30,10-20
25554,0xb464 ,5.0,21,19:00-22:00,33,20-30,30-40
25555,0x8429 ,4.9,22,19:00-22:00,34,20-30,30-40
25556,0xd84e ,4.2,39,22:00-23:59,34,30-40,30-40
25557,0xcacc ,4.8,22,16:00-19:00,23,20-30,20-30
25558,0xc228 ,4.6,33,19:00-22:00,21,30-40,20-30
25559,0xa48a ,4.7,21,10:00-13:00,23,20-30,20-30
25560,0xd6d4 ,4.7,27,19:00-22:00,20,20-30,20-30
25561,0xdaa4 ,4.9,30,16:00-19:00,44,30-40,40-54
25563,0x25b8 ,4.8,30,19:00-22:00,28,30-40,20-30
25564,0x9c11 ,4.5,25,22:00-23:59,17,20-30,10-20
25565,0x3592 ,3.6,39,19:00-22:00,43,30-40,40-54
25566,0x8df7 ,4.0,26,19:00-22:00,37,20-30,30-40
25567,0x4f19 ,4.8,21,22:00-23:59,25,20-30,20-30
25568,0xc5bb ,4.3,37,19:00-22:00,37,30-40,30-40
25569,0xa4cb ,4.8,38,22:00-23:59,28,30-40,20-30
25570,0x3491 ,4.8,32,22:00-23:59,18,30-40,10-20
25571,0x17e1 ,4.7,26,16:00-19:00,35,20-30,30-40
25572,0x5b71 ,4.1,26,22:00-23:59,25,20-30,20-30
25573,0x972b ,4.8,33,19:00-22:00,31,30-40,30-40
25574,0x5ed2 ,4.0,27,07:00-10:00,16,20-30,10-20
25575,0x722f ,4.8,33,07:00-10:00,17,30-40,10-20
25576,0x2140 ,5.0,26,07:00-10:00,18,20-30,10-20
25577,0x8533 ,4.6,24,16:00-19:00,20,20-30,20-30
25578,0x37c1 ,4.2,24,16:00-19:00,31,20-30,30-40
25579,0x52d2 ,4.5,34,16:00-19:00,16,30-40,10-20
25581,0x46bd ,4.8,37,16:00-19:00,15,30-40,10-20
25582,0xa328 ,4.4,25,19:00-22:00,40,20-30,40-54
25583,0xd746 ,4.0,37,16:00-19:00,34,30-40,30-40
25584,0x42a3 ,4.7,29,10:00-13:00,21,20-30,20-30
25586,0xb1b ,5.0,35,10:00-13:00,28,30-40,20-30
25587,0x86ea ,4.6,23,22:00-23:59,21,20-30,20-30
25588,0x2fc4 ,4.1,37,13:00-16:00,33,30-40,30-40
25589,0xd06e ,4.6,39,22:00-23:59,21,30-40,20-30
25590,0x48ed ,4.5,32,19:00-22:00,30,30-40,30-40
25591,0x28c4 ,4.7,27,16:00-19:00,22,20-30,20-30
25592,0x5d7f ,3.5,31,19:00-22:00,39,30-40,30-40
25593,0xc6df ,4.6,35,19:00-22:00,45,30-40,40-54
25595,0xb3a3 ,4.2,38,19:00-22:00,34,30-40,30-40
25596,0x4b7d ,4.9,26,19:00-22:00,22,20-30,20-30
25597,0x96dd ,4.6,21,22:00-23:59,29,20-30,20-30
25598,0x512d ,4.5,33,16:00-19:00,26,30-40,20-30
25599,0x3846 ,4.3,39,10:00-13:00,34,30-40,30-40
25600,0x335e ,5.0,20,19:00-22:00,39,20-30,30-40
25601,0x1b1a ,4.6,26,22:00-23:59,18,20-30,10-20
25602,0x7217 ,5.0,26,19:00-22:00,37,20-30,30-40
25603,0x67e1 ,4.1,38,22:00-23:59,23,30-40,20-30
25604,0x730b ,4.8,37,16:00-19:00,29,30-40,20-30
25605,0xa9b7 ,4.6,29,19:00-22:00,18,20-30,10-20
25606,0x57b0 ,4.9,37,22:00-23:59,41,30-40,40-54
25607,0x1a59 ,4.8,25,16:00-19:00,36,20-30,30-40
25608,0xb0f0 ,5.0,34,10:00-13:00,30,30-40,30-40
25610,0xdbce ,4.4,35,22:00-23:59,32,30-40,30-40
25611,0x4844 ,4.6,30,22:00-23:59,16,30-40,10-20
25612,0x26f6 ,4.9,37,07:00-10:00,22,30-40,20-30
25613,0x9af1 ,4.9,25,19:00-22:00,17,20-30,10-20
25614,0xa556 ,3.9,31,19:00-22:00,31,30-40,30-40
25615,0x5736 ,4.2,27,22:00-23:59,23,20-30,20-30
25616,0x9363 ,4.8,33,19:00-22:00,29,30-40,20-30
25617,0x1349 ,4.7,29,19:00-22:00,25,20-30,20-30
25618,0x53bd ,4.9,39,00:00-04:00,20,30-40,20-30
25619,0x483e ,4.8,26,10:00-13:00,23,20-30,20-30
25620,0x1526 ,2.8,28,22:00-23:59,35,20-30,30-40
25621,0xb666 ,4.7,23,16:00-19:00,15,20-30,10-20
25622,0xca60 ,4.8,34,19:00-22:00,27,30-40,20-30
25623,0x6b09 ,4.6,25,19:00-22:00,23,20-30,20-30
25625,0x404f ,4.7,29,22:00-23:59,19,20-30,10-20
25627,0xd3b6 ,4.5,31,19:00-22:00,42,30-40,40-54
25628,0x213b ,5.0,33,19:00-22:00,47,30-40,40-54
25630,0x9c18 ,4.6,37,19:00-22:00,34,30-40,30-40
25631,0x2aee ,4.9,26,13:00-16:00,24,20-30,20-30
25632,0x11a2 ,4.8,28,16:00-19:00,23,20-30,20-30
25633,0xc83f ,5.0,24,16:00-19:00,10,20-30,10-20
25634,0xa050 ,4.6,29,19:00-22:00,24,20-30,20-30
25636,0x4524 ,4.8,32,07:00-10:00,26,30-40,20-30
25637,0x4ffc ,4.9,37,16:00-19:00,36,30-40,30-40
25638,0xd5ba ,4.9,29,10:00-13:00,28,20-30,20-30
25639,0x7deb ,4.7,22,16:00-19:00,42,20-30,40-54
25640,0x889b ,4.9,20,19:00-22:00,42,20-30,40-54
25641,0x912b ,4.9,30,13:00-16:00,34,30-40,30-40
25642,0xa9c3 ,4.9,23,19:00-22:00,39,20-30,30-40
25643,0x28ab ,4.8,34,16:00-19:00,17,30-40,10-20
25644,0x186f ,4.7,31,13:00-16:00,23,30-40,20-30
25645,0x9b2d ,5.0,24,10:00-13:00,30,20-30,30-40
25646,0xa99a ,5.0,34,16:00-19:00,21,30-40,20-30
25647,0x7ca5 ,5.0,33,10:00-13:00,32,30-40,30-40
25648,0x6be8 ,5.0,21,19:00-22:00,25,20-30,20-30
25649,0x4126 ,4.6,22,16:00-19:00,18,20-30,10-20
25650,0xbb25 ,4.7,39,22:00-23:59,25,30-40,20-30
25651,0x2b26 ,4.1,29,19:00-22:00,36,20-30,30-40
25652,0x807 ,4.8,32,16:00-19:00,16,30-40,10-20
25653,0x463a ,4.7,26,07:00-10:00,12,20-30,10-20
25654,0x86e0 ,4.9,37,22:00-23:59,41,30-40,40-54
25655,0x9dd ,4.5,28,07:00-10:00,17,20-30,10-20
25656,0x5233 ,4.9,28,07:00-10:00,23,20-30,20-30
25657,0xd71c ,4.7,33,19:00-22:00,53,30-40,40-54
25658,0xd3c ,5.0,36,16:00-19:00,24,30-40,20-30
25659,0x5aa8 ,4.6,29,07:00-10:00,15,20-30,10-20
25660,0x180a ,4.7,26,19:00-22:00,35,20-30,30-40
25661,0x3b16 ,5.0,36,22:00-23:59,23,30-40,20-30
25662,0x74cc ,4.7,24,10:00-13:00,19,20-30,10-20
25663,0x1a08 ,4.4,36,19:00-22:00,33,30-40,30-40
25664,0xaf6 ,4.6,20,07:00-10:00,17,20-30,10-20
25666,0x46e1 ,4.7,37,16:00-19:00,24,30-40,20-30
25667,0x78ee ,4.8,20,13:00-16:00,28,20-30,20-30
25668,0xd88a ,4.8,35,22:00-23:59,23,30-40,20-30
25669,0xa7c ,4.8,27,13:00-16:00,19,20-30,10-20
25670,0xcd05 ,4.5,31,10:00-13:00,19,30-40,10-20
25671,0xf82 ,4.3,26,07:00-10:00,24,20-30,20-30
25673,0x7756 ,4.6,32,19:00-22:00,44,30-40,40-54
25674,0x9f3f ,4.7,25,16:00-19:00,29,20-30,20-30
25675,0x4439 ,4.8,22,19:00-22:00,36,20-30,30-40
25677,0x65fc ,4.7,22,22:00-23:59,26,20-30,20-30
25678,0xa5c0 ,4.7,39,16:00-19:00,30,30-40,30-40
25679,0x2cda ,5.0,20,00:00-04:00,18,20-30,10-20
25680,0x7353 ,4.6,38,19:00-22:00,31,30-40,30-40
25681,0x55d6 ,4.7,30,07:00-10:00,11,30-40,10-20
25682,0x83e7 ,4.5,24,19:00-22:00,19,20-30,10-20
25684,0x5f2d ,4.7,28,16:00-19:00,27,20-30,20-30
25685,0xa02e ,4.9,32,16:00-19:00,32,30-40,30-40
25688,0xce51 ,4.2,38,19:00-22:00,43,30-40,40-54
25689,0x6f3b ,4.9,28,16:00-19:00,11,20-30,10-20
25690,0x5c89 ,4.2,31,22:00-23:59,37,30-40,30-40
25692,0xa2b5 ,4.9,20,16:00-19:00,14,20-30,10-20
25693,0x6c7b ,4.9,38,10:00-13:00,28,30-40,20-30
25694,0x5587 ,5.0,20,19:00-22:00,28,20-30,20-30
25695,0x6efe ,4.9,35,10:00-13:00,12,30-40,10-20
25696,0x5eb1 ,4.8,27,16:00-19:00,24,20-30,20-30
25697,0x58d1 ,4.7,26,16:00-19:00,22,20-30,20-30
25698,0xe281 ,4.4,25,07:00-10:00,18,20-30,10-20
25699,0x5e06 ,4.8,32,16:00-19:00,30,30-40,30-40
25700,0xaf6d ,4.7,32,19:00-22:00,33,30-40,30-40
25701,0x83a9 ,4.8,20,16:00-19:00,29,20-30,20-30
25702,0x8dde ,4.6,39,16:00-19:00,17,30-40,10-20
25703,0x3ee6 ,4.8,33,10:00-13:00,25,30-40,20-30
25704,0x7467 ,4.9,26,22:00-23:59,10,20-30,10-20
25705,0xd13f ,4.8,24,19:00-22:00,30,20-30,30-40
25706,0xe8a ,4.9,34,16:00-19:00,25,30-40,20-30
25707,0x2ecb ,4.4,34,19:00-22:00,33,30-40,30-40
25708,0x5274 ,4.8,38,13:00-16:00,30,30-40,30-40
25709,0x48d8 ,4.7,32,19:00-22:00,15,30-40,10-20
25711,0x3e35 ,4.7,30,13:00-16:00,25,30-40,20-30
25712,0x75e0 ,4.1,39,10:00-13:00,33,30-40,30-40
25714,0x191a ,4.8,32,16:00-19:00,42,30-40,40-54
25715,0x34fb ,4.4,39,16:00-19:00,34,30-40,30-40
25716,0x8717 ,4.8,23,16:00-19:00,10,20-30,10-20
25717,0x939b ,4.6,30,00:00-04:00,18,30-40,10-20
25718,0x219f ,4.9,21,10:00-13:00,18,20-30,10-20
25719,0x68e0 ,4.0,27,19:00-22:00,39,20-30,30-40
25720,0x93df ,4.2,23,19:00-22:00,38,20-30,30-40
25721,0x5cc4 ,4.6,32,22:00-23:59,18,30-40,10-20
25722,0x7a72 ,4.7,39,16:00-19:00,17,30-40,10-20
25723,0x7e85 ,3.1,27,22:00-23:59,33,20-30,30-40
25724,0xbeec ,4.6,37,16:00-19:00,29,30-40,20-30
25726,0x3cbb ,4.4,30,19:00-22:00,37,30-40,30-40
25727,0x60e0 ,4.5,30,19:00-22:00,28,30-40,20-30
25728,0x273e ,4.5,23,22:00-23:59,17,20-30,10-20
25729,0xc6b8 ,4.1,38,07:00-10:00,30,30-40,30-40
25730,0xbfe4 ,4.9,29,19:00-22:00,15,20-30,10-20
25731,0x136a ,4.7,25,13:00-16:00,29,20-30,20-30
25732,0x71e9 ,4.7,36,13:00-16:00,38,30-40,30-40
25733,0x1ef2 ,4.5,25,10:00-13:00,24,20-30,20-30
25734,0xa6b3 ,4.7,26,19:00-22:00,28,20-30,20-30
25736,0x9e20 ,5.0,26,22:00-23:59,17,20-30,10-20
25737,0xc75a ,4.9,35,22:00-23:59,20,30-40,20-30
25738,0x7f85 ,4.4,36,19:00-22:00,31,30-40,30-40
25739,0x6610 ,4.9,32,10:00-13:00,21,30-40,20-30
25740,0x4846 ,4.9,38,19:00-22:00,28,30-40,20-30
25741,0x48ef ,4.5,37,22:00-23:59,28,30-40,20-30
25742,0xccc9 ,4.8,25,07:00-10:00,23,20-30,20-30
25743,0x20a6 ,5.0,23,22:00-23:59,15,20-30,10-20
25744,0x4971 ,4.7,29,10:00-13:00,21,20-30,20-30
25745,0x7527 ,5.0,26,19:00-22:00,28,20-30,20-30
25746,0x6e07 ,4.8,25,19:00-22:00,21,20-30,20-30
25747,0x858a ,4.7,28,19:00-22:00,36,20-30,30-40
25748,0x9d82 ,4.1,23,22:00-23:59,15,20-30,10-20
25749,0xba81 ,2.6,22,22:00-23:59,44,20-30,40-54
25750,0xb267 ,4.9,24,22:00-23:59,10,20-30,10-20
25751,0x899d ,4.7,32,19:00-22:00,25,30-40,20-30
25754,0x81dc ,4.3,37,19:00-22:00,31,30-40,30-40
25755,0x4b60 ,4.7,27,19:00-22:00,18,20-30,10-20
25756,0x2164 ,4.9,32,07:00-10:00,28,30-40,20-30
25757,0x22ee ,4.3,37,22:00-23:59,42,30-40,40-54
25758,0x517f ,4.1,36,13:00-16:00,34,30-40,30-40
25759,0x4861 ,4.7,38,10:00-13:00,26,30-40,20-30
25760,0xbeaf ,4.7,34,19:00-22:00,25,30-40,20-30
25761,0x1a85 ,4.6,34,19:00-22:00,25,30-40,20-30
25762,0xdc53 ,4.7,23,19:00-22:00,21,20-30,20-30
25763,0x76c5 ,4.2,33,22:00-23:59,38,30-40,30-40
25764,0xc998 ,4.7,22,13:00-16:00,15,20-30,10-20
25765,0xd797 ,4.3,29,13:00-16:00,33,20-30,30-40
25766,0xa0ba ,4.6,21,22:00-23:59,12,20-30,10-20
25767,0x1d81 ,4.8,27,07:00-10:00,18,20-30,10-20
25768,0xccff ,4.7,39,16:00-19:00,37,30-40,30-40
25769,0x606f ,4.6,32,22:00-23:59,33,30-40,30-40
25771,0x75e5 ,4.0,31,13:00-16:00,31,30-40,30-40
25772,0xbb37 ,4.8,22,10:00-13:00,17,20-30,10-20
25773,0x541e ,4.9,35,16:00-19:00,15,30-40,10-20
25774,0x6b13 ,4.7,27,16:00-19:00,24,20-30,20-30
25775,0x9a44 ,4.5,38,19:00-22:00,17,30-40,10-20
25776,0xaa67 ,4.6,22,22:00-23:59,18,20-30,10-20
25777,0xe182 ,4.5,38,22:00-23:59,18,30-40,10-20
25778,0x298e ,5.0,34,16:00-19:00,32,30-40,30-40
25779,0x7ac4 ,4.9,36,16:00-19:00,43,30-40,40-54
25780,0x7bd0 ,4.7,36,16:00-19:00,16,30-40,10-20
25781,0x243c ,5.0,33,10:00-13:00,13,30-40,10-20
25782,0x39cb ,4.6,32,22:00-23:59,25,30-40,20-30
25783,0xc87c ,4.7,21,19:00-22:00,29,20-30,20-30
25784,0x24a5 ,3.2,20,22:00-23:59,44,20-30,40-54
25785,0xb31a ,4.3,29,19:00-22:00,32,20-30,30-40
25786,0xf2e ,4.8,27,22:00-23:59,18,20-30,10-20
25788,0x1446 ,3.5,25,19:00-22:00,41,20-30,40-54
25790,0xd9d2 ,4.6,21,19:00-22:00,31,20-30,30-40
25791,0x94e6 ,3.8,34,19:00-22:00,41,30-40,40-54
25792,0xd096 ,4.8,21,19:00-22:00,21,20-30,20-30
25793,0x7b4d ,4.6,36,22:00-23:59,29,30-40,20-30
25794,0x666a ,4.0,24,19:00-22:00,42,20-30,40-54
25795,0xa60d ,5.0,34,10:00-13:00,34,30-40,30-40
25796,0x43df ,4.5,31,10:00-13:00,29,30-40,20-30
25798,0x1681 ,4.8,25,16:00-19:00,20,20-30,20-30
25799,0xe8b ,4.6,27,10:00-13:00,31,20-30,30-40
25800,0x2a84 ,4.8,24,22:00-23:59,23,20-30,20-30
25801,0xb6d6 ,4.7,26,22:00-23:59,25,20-30,20-30
25802,0x45d5 ,4.6,37,22:00-23:59,19,30-40,10-20
25803,0x91e8 ,5.0,22,13:00-16:00,22,20-30,20-30
25804,0x5485 ,4.7,31,22:00-23:59,17,30-40,10-20
25805,0x5e94 ,4.5,22,19:00-22:00,28,20-30,20-30
25806,0x899f ,4.5,38,19:00-22:00,28,30-40,20-30
25808,0xa778 ,4.7,22,10:00-13:00,29,20-30,20-30
25809,0xb198 ,4.9,29,22:00-23:59,26,20-30,20-30
25811,0x8cd7 ,4.9,21,22:00-23:59,15,20-30,10-20
25813,0x25b7 ,4.6,33,16:00-19:00,17,30-40,10-20
25814,0x22cf ,5.0,35,10:00-13:00,31,30-40,30-40
25816,0xa7ad ,4.8,24,19:00-22:00,23,20-30,20-30
25817,0x85a4 ,4.9,39,19:00-22:00,25,30-40,20-30
25818,0xac04 ,4.9,25,16:00-19:00,16,20-30,10-20
25819,0x7466 ,4.8,34,10:00-13:00,19,30-40,10-20
25820,0x7dfa ,4.6,26,19:00-22:00,31,20-30,30-40
25821,0x259e ,4.0,20,19:00-22:00,31,20-30,30-40
25822,0x8688 ,3.9,37,19:00-22:00,43,30-40,40-54
25823,0x67e3 ,4.8,26,13:00-16:00,27,20-30,20-30
25824,0x89be ,4.6,38,07:00-10:00,24,30-40,20-30
25825,0x9851 ,4.9,25,19:00-22:00,42,20-30,40-54
25826,0xdea0 ,4.7,20,22:00-23:59,18,20-30,10-20
25827,0xd77b ,4.9,24,10:00-13:00,15,20-30,10-20
25829,0xb1c8 ,4.8,23,16:00-19:00,10,20-30,10-20
25830,0x928f ,4.8,28,00:00-04:00,21,20-30,20-30
25832,0x46dc ,4.4,34,19:00-22:00,37,30-40,30-40
25834,0x8438 ,4.5,26,22:00-23:59,28,20-30,20-30
25835,0xba73 ,4.8,22,22:00-23:59,17,20-30,10-20
25836,0xbfed ,4.9,36,22:00-23:59,17,30-40,10-20
25837,0x5d73 ,4.7,30,19:00-22:00,29,30-40,20-30
25838,0xa9c8 ,4.8,23,22:00-23:59,16,20-30,10-20
25839,0x6d44 ,4.1,27,10:00-13:00,18,20-30,10-20
25840,0xd11b ,4.9,38,16:00-19:00,23,30-40,20-30
25841,0x1d94 ,4.6,20,16:00-19:00,16,20-30,10-20
25842,0x3b3e ,4.6,31,19:00-22:00,48,30-40,40-54
25843,0x8601 ,4.2,27,07:00-10:00,26,20-30,20-30
25846,0x866e ,4.5,25,10:00-13:00,10,20-30,10-20
25847,0x5109 ,4.9,33,16:00-19:00,49,30-40,40-54
25848,0xbccf ,4.1,20,19:00-22:00,45,20-30,40-54
25849,0x34aa ,4.8,39,07:00-10:00,20,30-40,20-30
25850,0x4c72 ,5.0,26,13:00-16:00,15,20-30,10-20
25851,0x900d ,4.5,24,07:00-10:00,19,20-30,10-20
25852,0xde40 ,4.7,30,07:00-10:00,29,30-40,20-30
25853,0xd64e ,4.7,38,16:00-19:00,21,30-40,20-30
25854,0x5e43 ,4.6,27,19:00-22:00,18,20-30,10-20
25855,0x6dde ,4.9,29,07:00-10:00,15,20-30,10-20
25857,0x6337 ,4.9,27,10:00-13:00,19,20-30,10-20
25858,0xceb6 ,4.7,33,10:00-13:00,30,30-40,30-40
25859,0xd748 ,4.6,29,19:00-22:00,27,20-30,20-30
25860,0x2393 ,4.1,27,22:00-23:59,36,20-30,30-40
25861,0x7c66 ,4.2,37,16:00-19:00,47,30-40,40-54
25862,0x2534 ,4.7,37,19:00-22:00,24,30-40,20-30
25863,0x8fbe ,3.7,34,19:00-22:00,44,30-40,40-54
25864,0xc1e ,4.5,26,10:00-13:00,11,20-30,10-20
25865,0xa93a ,4.9,25,10:00-13:00,10,20-30,10-20
25866,0x251a ,4.6,27,19:00-22:00,12,20-30,10-20
25867,0x9fd1 ,4.8,23,13:00-16:00,21,20-30,20-30
25868,0x408a ,5.0,35,16:00-19:00,26,30-40,20-30
25869,0x6bda ,4.2,29,19:00-22:00,44,20-30,40-54
25870,0x931b ,4.6,35,19:00-22:00,41,30-40,40-54
25871,0xc0e9 ,3.9,35,19:00-22:00,32,30-40,30-40
25872,0x5b76 ,4.9,20,19:00-22:00,28,20-30,20-30
25874,0x6f70 ,4.5,30,07:00-10:00,19,30-40,10-20
25875,0xd767 ,4.6,33,16:00-19:00,24,30-40,20-30
25876,0x514e ,4.0,30,19:00-22:00,35,30-40,30-40
25877,0xae0a ,4.2,31,10:00-13:00,34,30-40,30-40
25878,0x5894 ,4.5,28,19:00-22:00,15,20-30,10-20
25879,0x635b ,4.6,33,22:00-23:59,25,30-40,20-30
25880,0xa27c ,4.8,31,19:00-22:00,29,30-40,20-30
25881,0x748a ,5.0,21,16:00-19:00,41,20-30,40-54
25882,0xdb82 ,4.7,22,19:00-22:00,36,20-30,30-40
25883,0x1725 ,4.7,39,19:00-22:00,29,30-40,20-30
25884,0x9757 ,4.4,36,16:00-19:00,31,30-40,30-40
25885,0x7c4c ,4.9,24,19:00-22:00,26,20-30,20-30
25886,0x6079 ,4.6,36,07:00-10:00,20,30-40,20-30
25887,0xe080 ,5.0,38,16:00-19:00,18,30-40,10-20
25888,0x28b6 ,4.1,34,19:00-22:00,32,30-40,30-40
25889,0xad77 ,4.7,33,16:00-19:00,23,30-40,20-30
25890,0xf8a ,5.0,35,13:00-16:00,27,30-40,20-30
25891,0x439b ,4.6,21,07:00-10:00,15,20-30,10-20
25892,0x2831 ,4.7,33,22:00-23:59,25,30-40,20-30
25893,0x11dd ,4.6,36,10:00-13:00,26,30-40,20-30
25894,0x20b4 ,5.0,27,10:00-13:00,17,20-30,10-20
25895,0xe06 ,4.8,35,16:00-19:00,26,30-40,20-30
25896,0x15ca ,4.7,24,16:00-19:00,38,20-30,30-40
25897,0x843 ,4.4,37,19:00-22:00,42,30-40,40-54
25898,0xff8 ,4.8,39,13:00-16:00,18,30-40,10-20
25900,0x148d ,4.8,20,22:00-23:59,20,20-30,20-30
25901,0x4f6d ,4.8,26,07:00-10:00,11,20-30,10-20
25902,0xcbcb ,4.9,38,22:00-23:59,24,30-40,20-30
25903,0x6f28 ,4.8,37,16:00-19:00,21,30-40,20-30
25904,0x5feb ,4.9,23,16:00-19:00,13,20-30,10-20
25905,0xcdd9 ,4.8,30,07:00-10:00,28,30-40,20-30
25906,0x60c4 ,5.0,21,07:00-10:00,19,20-30,10-20
25907,0x1855 ,4.9,30,16:00-19:00,33,30-40,30-40
25908,0x37b6 ,4.1,24,13:00-16:00,33,20-30,30-40
25909,0x5778 ,4.8,36,19:00-22:00,40,30-40,40-54
25910,0xb366 ,4.9,31,19:00-22:00,42,30-40,40-54
25911,0xa410 ,4.6,26,16:00-19:00,27,20-30,20-30
25912,0x58ef ,4.9,24,16:00-19:00,26,20-30,20-30
25914,0x2d13 ,3.5,38,19:00-22:00,32,30-40,30-40
25916,0xc1ed ,4.2,39,19:00-22:00,42,30-40,40-54
25917,0x672b ,4.6,20,22:00-23:59,26,20-30,20-30
25918,0x3c79 ,4.7,24,07:00-10:00,13,20-30,10-20
25919,0x1f59 ,4.5,28,00:00-04:00,21,20-30,20-30
25920,0x74b1 ,5.0,30,07:00-10:00,28,30-40,20-30
25922,0xc53f ,4.3,36,07:00-10:00,26,30-40,20-30
25923,0xbe52 ,4.9,29,10:00-13:00,16,20-30,10-20
25925,0xac9e ,4.2,23,10:00-13:00,37,20-30,30-40
25926,0xde83 ,3.8,32,19:00-22:00,33,30-40,30-40
25927,0x46d1 ,4.6,23,22:00-23:59,21,20-30,20-30
25928,0xa2c6 ,4.4,31,19:00-22:00,34,30-40,30-40
25929,0xe073 ,4.6,37,19:00-22:00,45,30-40,40-54
25930,0x3252 ,4.9,21,07:00-10:00,16,20-30,10-20
25931,0x6dd2 ,4.8,25,19:00-22:00,45,20-30,40-54
25933,0xcd44 ,4.8,31,10:00-13:00,21,30-40,20-30
25934,0xcb59 ,5.0,24,19:00-22:00,41,20-30,40-54
25936,0x8903 ,4.7,23,16:00-19:00,23,20-30,20-30
25937,0xba24 ,4.0,37,16:00-19:00,31,30-40,30-40
25938,0xb918 ,4.8,39,22:00-23:59,20,30-40,20-30
25939,0xdee7 ,4.4,34,19:00-22:00,42,30-40,40-54
25940,0x30d2 ,5.0,30,10:00-13:00,38,30-40,30-40
25941,0x21ba ,5.0,39,19:00-22:00,38,30-40,30-40
25942,0xc432 ,4.2,22,19:00-22:00,37,20-30,30-40
25944,0x7cf6 ,4.0,35,10:00-13:00,41,30-40,40-54
25945,0xc39a ,5.0,39,22:00-23:59,22,30-40,20-30
25946,0x84d0 ,4.9,26,13:00-16:00,22,20-30,20-30
25947,0x4060 ,4.8,38,19:00-22:00,15,30-40,10-20
25948,0x7d11 ,4.8,29,19:00-22:00,21,20-30,20-30
25949,0x7314 ,4.8,27,22:00-23:59,22,20-30,20-30
25950,0x856e ,5.0,37,13:00-16:00,18,30-40,10-20
25951,0xbdaa ,5.0,34,07:00-10:00,15,30-40,10-20
25952,0xd53f ,4.9,25,16:00-19:00,23,20-30,20-30
25953,0x9d1a ,4.7,38,22:00-23:59,22,30-40,20-30
25954,0x20e7 ,4.9,30,13:00-16:00,25,30-40,20-30
25955,0xd61c ,4.3,37,19:00-22:00,41,30-40,40-54
25956,0xdedc ,5.0,30,16:00-19:00,27,30-40,20-30
25958,0x1291 ,4.7,37,22:00-23:59,19,30-40,10-20
