Festival,Order_Date,Time_taken(min),time_periods,Road_traffic_density,Order_Date_period
No ,2022-02-18,24,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-04-04,35,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-03,19,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-08,28,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-05,14,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-30,33,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-25,46,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-11,23,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-15,24,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-01,23,10:00-13:00,High,2022-03-01 - 2022-03-10
No ,2022-02-11,25,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-04-01,25,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-11,10,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-03-09,16,22:00-23:59,Low,2022-03-01 - 2022-03-10
Yes ,2022-03-17,49,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-28,40,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-27,24,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-04-02,31,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-04-06,41,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-04,34,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-13,38,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-04-05,29,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-04-01,27,10:00-13:00,High,2022-04-01 - 2022-04-10
No ,2022-03-09,28,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-25,16,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-13,18,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-27,23,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-07,33,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-10,11,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-16,31,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-11,21,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-04-02,34,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-02,28,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-28,17,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-02-14,53,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-09,25,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-13,20,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-02-15,27,10:00-13:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-13,16,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-02-12,28,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-04-03,20,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-11,29,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-03-05,45,10:00-13:00,High,2022-03-01 - 2022-03-10
No ,2022-04-06,22,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-17,31,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-01,26,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-03,30,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-09,26,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-01,25,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-04,36,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-04-05,13,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-05,37,10:00-13:00,High,2022-03-01 - 2022-03-10
No ,2022-03-18,10,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-12,26,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-04-04,12,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-31,24,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-29,37,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-13,27,13:00-16:00,High,2022-03-10 - 2022-03-20
No ,2022-02-18,26,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-04-06,16,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-16,39,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-09,11,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-02-17,20,07:00-10:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-07,24,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-03,10,07:00-10:00,Low,2022-03-01 - 2022-03-10
Yes ,2022-03-12,45,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-04-06,32,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-04,20,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-03,35,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-01,26,13:00-16:00,Medium,2022-03-01 - 2022-03-10
No ,2022-02-12,27,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-09,22,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-05,24,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-13,34,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-03-18,32,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-16,24,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-20,20,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-29,43,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-04-01,27,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-16,43,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-25,38,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-20,26,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-02-13,36,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-17,18,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-01,16,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-26,14,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-27,37,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-21,20,13:00-16:00,High,2022-03-20 - 2022-03-31
No ,2022-04-02,26,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-27,41,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-26,23,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-06,26,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-28,25,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-04-06,24,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-04-03,46,19:00-22:00,Jam,2022-04-01 - 2022-04-10
Yes ,2022-03-06,44,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-14,43,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-28,14,00:00-04:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-06,25,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-11,20,10:00-13:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-28,20,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-02-15,16,13:00-16:00,Medium,2022-02-10 - 2022-02-20
No ,2022-02-17,22,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-28,29,13:00-16:00,Medium,2022-03-20 - 2022-03-31
No ,2022-02-12,16,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-05,27,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-21,22,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-04-02,39,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-02-11,31,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-02-11,28,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-27,33,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-18,18,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-04-06,18,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-16,44,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-28,20,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-18,36,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-08,39,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-06,26,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-12,26,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-13,39,10:00-13:00,High,2022-02-10 - 2022-02-20
No ,2022-03-17,19,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-03,17,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-04-05,31,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-21,12,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-12,44,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-25,28,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-03,29,10:00-13:00,Low,2022-03-01 - 2022-03-10
No ,2022-04-03,25,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-03,20,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-02-15,11,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-03,13,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-11,27,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-11,28,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-13,38,16:00-19:00,Medium,2022-03-10 - 2022-03-20
Yes ,2022-02-12,47,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-04-03,25,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-18,37,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-05,26,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-13,36,13:00-16:00,High,2022-03-10 - 2022-03-20
No ,2022-03-17,12,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-12,24,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-10,26,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-09,17,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-18,23,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-01,20,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-04-05,26,13:00-16:00,High,2022-04-01 - 2022-04-10
No ,2022-03-23,38,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-08,23,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-04-04,40,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-27,22,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-24,29,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-13,29,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-02-12,24,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-02,47,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-12,20,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-19,10,10:00-13:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-27,19,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-04-05,28,10:00-13:00,High,2022-04-01 - 2022-04-10
No ,2022-04-04,46,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-05,30,10:00-13:00,High,2022-03-01 - 2022-03-10
No ,2022-03-11,26,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-16,18,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-05,21,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-17,23,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-03-05,34,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-03,30,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-30,34,13:00-16:00,Medium,2022-03-20 - 2022-03-31
No ,2022-04-04,24,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-02-18,25,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-03,11,07:00-10:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-30,28,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-03,31,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-28,12,10:00-13:00,Low,2022-03-20 - 2022-03-31
No ,2022-03-05,27,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-02-12,36,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-02-11,22,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-20,35,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-12,16,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-26,26,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-02-13,24,07:00-10:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-14,32,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-24,29,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-02-11,12,07:00-10:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-16,44,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-19,25,13:00-16:00,Medium,2022-03-10 - 2022-03-20
No ,2022-02-17,31,13:00-16:00,High,2022-02-10 - 2022-02-20
No ,2022-02-18,18,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-11,28,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-04-01,11,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-30,30,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-03-16,49,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-10,19,00:00-04:00,Low,2022-03-01 - 2022-03-10
Yes ,2022-03-10,44,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-24,25,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-31,32,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-13,20,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-04-05,19,10:00-13:00,Low,2022-04-01 - 2022-04-10
No ,2022-02-13,17,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-04-01,18,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-09,26,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-08,27,19:00-22:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-30,34,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-13,33,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-13,17,10:00-13:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-23,15,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-03,15,19:00-22:00,Medium,2022-03-01 - 2022-03-10
No ,2022-04-06,30,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-25,28,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-10,21,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-14,15,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-27,34,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-04-04,30,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-31,25,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-15,12,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-14,23,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-26,29,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-17,38,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-03-24,14,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-03-24,25,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-04-05,26,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-02-11,28,13:00-16:00,Medium,2022-02-10 - 2022-02-20
No ,2022-04-03,16,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-06,21,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-09,17,10:00-13:00,Low,2022-03-01 - 2022-03-10
Yes ,2022-03-02,54,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-02-17,26,16:00-19:00,Medium,2022-02-10 - 2022-02-20
Yes ,2022-03-06,54,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-23,12,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-18,17,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-29,16,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-03-02,23,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-27,38,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-13,28,13:00-16:00,High,2022-03-10 - 2022-03-20
No ,2022-03-02,15,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-14,15,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-15,19,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-24,16,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-02-16,15,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-15,28,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-20,36,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-12,21,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-05,27,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-24,18,19:00-22:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-17,16,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-08,31,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-02-14,20,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-03-13,19,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-03,13,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-11,27,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-04,18,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-15,25,10:00-13:00,Low,2022-03-10 - 2022-03-20
No ,2022-03-10,11,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-08,10,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-02,25,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-01,28,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-04-04,44,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-06,43,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-05,10,10:00-13:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-30,27,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-20,28,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-25,45,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-26,19,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-23,19,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-06,29,22:00-23:59,Low,2022-03-01 - 2022-03-10
Yes ,2022-04-02,46,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-04-01,13,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-19,26,10:00-13:00,High,2022-03-10 - 2022-03-20
No ,2022-02-17,29,10:00-13:00,High,2022-02-10 - 2022-02-20
No ,2022-03-12,37,19:00-22:00,Medium,2022-03-10 - 2022-03-20
No ,2022-04-05,33,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-03-07,18,10:00-13:00,Low,2022-03-01 - 2022-03-10
No ,2022-02-15,21,13:00-16:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-02,31,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-14,44,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-10,31,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-04-04,28,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-04-06,23,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-04-03,18,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-02,25,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-17,16,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-30,15,22:00-23:59,Low,2022-03-20 - 2022-03-31
No ,2022-04-06,32,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-02-17,24,07:00-10:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-25,29,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-17,10,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-11,23,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-02-17,24,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-14,38,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-02-14,26,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-02-15,35,10:00-13:00,High,2022-02-10 - 2022-02-20
No ,2022-04-01,11,07:00-10:00,Low,2022-04-01 - 2022-04-10
No ,2022-03-03,17,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-03,28,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-30,26,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-03-19,38,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-04-02,22,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-02-11,19,07:00-10:00,Low,2022-02-10 - 2022-02-20
No ,2022-03-09,20,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-14,49,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-06,29,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-02-15,34,10:00-13:00,High,2022-02-10 - 2022-02-20
No ,2022-03-20,46,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-12,40,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-12,21,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-21,34,10:00-13:00,High,2022-03-20 - 2022-03-31
No ,2022-03-01,26,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-24,37,13:00-16:00,High,2022-03-20 - 2022-03-31
No ,2022-03-17,15,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-20,41,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-02-16,21,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-04,32,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-01,26,10:00-13:00,High,2022-03-01 - 2022-03-10
No ,2022-04-02,47,16:00-19:00,Medium,2022-04-01 - 2022-04-10
No ,2022-02-13,32,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-04-03,15,22:00-23:59,Low,2022-04-01 - 2022-04-10
Yes ,2022-03-04,49,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-04-02,21,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-08,21,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-08,16,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-14,35,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-30,22,07:00-10:00,Low,2022-03-20 - 2022-03-31
No ,2022-04-01,14,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-06,29,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-02,22,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-04-01,19,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-17,25,07:00-10:00,Low,2022-03-10 - 2022-03-20
No ,2022-02-14,49,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-18,42,19:00-22:00,Jam,2022-03-10 - 2022-03-20
No ,2022-03-03,27,10:00-13:00,High,2022-03-01 - 2022-03-10
No ,2022-02-16,38,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-04-03,21,10:00-13:00,High,2022-04-01 - 2022-04-10
No ,2022-03-27,25,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-03-14,34,19:00-22:00,Jam,2022-03-10 - 2022-03-20
Yes ,2022-02-12,47,19:00-22:00,Jam,2022-02-10 - 2022-02-20
No ,2022-03-09,20,10:00-13:00,Low,2022-03-01 - 2022-03-10
No ,2022-03-28,29,16:00-19:00,Medium,2022-03-20 - 2022-03-31
No ,2022-02-14,28,22:00-23:59,Low,2022-02-10 - 2022-02-20
No ,2022-04-03,26,13:00-16:00,High,2022-04-01 - 2022-04-10
No ,2022-02-11,19,16:00-19:00,Medium,2022-02-10 - 2022-02-20
No ,2022-03-13,33,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-04-03,23,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-04-04,24,19:00-22:00,Jam,2022-04-01 - 2022-04-10
No ,2022-03-18,17,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-04-03,32,10:00-13:00,High,2022-04-01 - 2022-04-10
No ,2022-03-03,16,22:00-23:59,Low,2022-03-01 - 2022-03-10
No ,2022-03-10,28,16:00-19:00,Medium,2022-03-01 - 2022-03-10
No ,2022-03-24,22,19:00-22:00,Jam,2022-03-20 - 2022-03-31
No ,2022-04-03,29,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-04-03,18,22:00-23:59,Low,2022-04-01 - 2022-04-10
No ,2022-03-14,37,16:00-19:00,Medium,2022-03-10 - 2022-03-20
No ,2022-03-07,25,19:00-22:00,Jam,2022-03-01 - 2022-03-10
No ,2022-03-11,23,22:00-23:59,Low,2022-03-10 - 2022-03-20
No ,2022-03-03,27,19:00-22:00,Jam,2022-03-01 - 2022-03-10
